id,pop,lat,long,species,lineage,Taxon,tissues,note,include,reduce,river,region,phylo_label
BB3,27_Mile,-26.08200174,146.4203249,NE,MDB_LEB,richardsoni,yes,NA,include,delete,MDB_Warrego,MDB,BB3_MDB_Warrego
BB4,27_Mile,-26.08200174,146.4203249,NE,MDB_LEB,richardsoni,yes,NA,include,delete,MDB_Warrego,MDB,BB4_MDB_Warrego
BB5,27_Mile,-26.08200174,146.4203249,NE,MDB_LEB,richardsoni,yes,NA,include,delete,MDB_Warrego,MDB,BB5_MDB_Warrego
BB6,27_Mile,-26.08200174,146.4203249,NE,MDB_LEB,richardsoni,yes,NA,include,delete,MDB_Warrego,MDB,BB6_MDB_Warrego
BB7,27_Mile,-26.08200174,146.4203249,NE,MDB_LEB,richardsoni,yes,NA,include,delete,MDB_Warrego,MDB,BB7_MDB_Warrego
BB8,27_Mile,-26.08200174,146.4203249,NE,MDB_LEB,richardsoni,yes,NA,include,delete,MDB_Warrego,MDB,BB8_MDB_Warrego
BB9,27_Mile,-26.08200174,146.4203249,NE,MDB_LEB,richardsoni,yes,NA,include,delete,MDB_Warrego,MDB,BB9_MDB_Warrego
BB10,27_Mile,-26.08200174,146.4203249,NE,MDB_LEB,richardsoni,yes,NA,include,delete,MDB_Warrego,MDB,BB10_MDB_Warrego
NE9963.1,Cunnamulla,-28.11852,145.685823,NE,MDB_LEB,richardsoni,yes,NA,include,delete,MDB_Warrego,MDB,NE9963.1_MDB_Warrego
NE9963.2,Cunnamulla,-28.11852,145.685823,NE,MDB_LEB,richardsoni,yes,NA,include,delete,MDB_Warrego,MDB,NE9963.2_MDB_Warrego
NE9963.3,Cunnamulla,-28.11852,145.685823,NE,MDB_LEB,richardsoni,yes,NA,include,delete,MDB_Warrego,MDB,NE9963.3_MDB_Warrego
NE9963.4,Cunnamulla,-28.11852,145.685823,NE,MDB_LEB,richardsoni,yes,NA,include,delete,MDB_Warrego,MDB,NE9963.4_MDB_Warrego
NE9963.5,Cunnamulla,-28.11852,145.685823,NE,MDB_LEB,richardsoni,yes,NA,include,delete,MDB_Warrego,MDB,NE9963.5_MDB_Warrego
NE9963.6,Cunnamulla,-28.11852,145.685823,NE,MDB_LEB,richardsoni,yes,NA,include,delete,MDB_Warrego,MDB,NE9963.6_MDB_Warrego
NE9963.7,Cunnamulla,-28.11852,145.685823,NE,MDB_LEB,richardsoni,yes,NA,include,delete,MDB_Warrego,MDB,NE9963.7_MDB_Warrego
NE9963.8,Cunnamulla,-28.11852,145.685823,NE,MDB_LEB,richardsoni,yes,NA,include,delete,MDB_Warrego,MDB,NE9963.8_MDB_Warrego
NE9963.9,Cunnamulla,-28.11852,145.685823,NE,MDB_LEB,richardsoni,yes,NA,include,delete,MDB_Warrego,MDB,NE9963.9_MDB_Warrego
NE9963.10,Cunnamulla,-28.11852,145.685823,NE,MDB_LEB,richardsoni,yes,NA,include,delete,MDB_Warrego,MDB,NE9963.10_MDB_Warrego
NE9963.11,Cunnamulla,-28.11852,145.685823,NE,MDB_LEB,richardsoni,yes,NA,include,delete,MDB_Warrego,MDB,NE9963.11_MDB_Warrego
NE1423.1,Cunnamulla,-28.11852,145.685823,NE,MDB_LEB,richardsoni,yes,NA,include,delete,MDB_Warrego,MDB,NE1423.1_MDB_Warrego
NE1423.2,Cunnamulla,-28.11852,145.685823,NE,MDB_LEB,richardsoni,yes,NA,include,delete,MDB_Warrego,MDB,NE1423.2_MDB_Warrego
NE1423.3,Cunnamulla,-28.11852,145.685823,NE,MDB_LEB,richardsoni,yes,NA,include,delete,MDB_Warrego,MDB,NE1423.3_MDB_Warrego
NE1423.4,Cunnamulla,-28.11852,145.685823,NE,MDB_LEB,richardsoni,yes,NA,include,delete,MDB_Warrego,MDB,NE1423.4_MDB_Warrego
NE1423.5,Cunnamulla,-28.11852,145.685823,NE,MDB_LEB,richardsoni,yes,NA,include,delete,MDB_Warrego,MDB,NE1423.5_MDB_Warrego
NE1423.6,Cunnamulla,-28.11852,145.685823,NE,MDB_LEB,richardsoni,yes,NA,include,delete,MDB_Warrego,MDB,NE1423.6_MDB_Warrego
NE1423.7,Cunnamulla,-28.11852,145.685823,NE,MDB_LEB,richardsoni,yes,NA,include,delete,MDB_Warrego,MDB,NE1423.7_MDB_Warrego
NE1423.8,Cunnamulla,-28.11852,145.685823,NE,MDB_LEB,richardsoni,yes,NA,include,delete,MDB_Warrego,MDB,NE1423.8_MDB_Warrego
NE1423.9,Cunnamulla,-28.11852,145.685823,NE,MDB_LEB,richardsoni,yes,NA,include,include,MDB_Warrego,MDB,NE1423.9_MDB_Warrego
NE1423.10,Cunnamulla,-28.11852,145.685823,NE,MDB_LEB,richardsoni,yes,NA,include,include,MDB_Warrego,MDB,NE1423.10_MDB_Warrego
NVMurray.1,vlaminghi,-32.5994,115.724194,NV,delete,vlaminghi,yes,guessed coordinates,include,include,Murray_WA,marine,NVMurray.1_Murray_WA
NVMurray.2,vlaminghi,-32.5994,115.724194,NV,delete,vlaminghi,yes,guessed coordinates,include,include,Murray_WA,marine,NVMurray.2_Murray_WA
NVMurray.3,vlaminghi,-32.5994,115.724194,NV,delete,vlaminghi,yes,guessed coordinates,include,include,Murray_WA,marine,NVMurray.3_Murray_WA
NVMurray.4,vlaminghi,-32.5994,115.724194,NV,delete,vlaminghi,yes,guessed coordinates,include,include,Murray_WA,marine,NVMurray.4_Murray_WA
NE2219.1,PU2219,-17.53134543,145.9534702,NE,East_Coast,erebi,yes,NA,include,include,NJohnstone,NEQ,NE2219.1_NJohnstone
NE2219.2,PU2219,-17.53134543,145.9534702,NE,East_Coast,erebi,yes,NA,include,include,NJohnstone,NEQ,NE2219.2_NJohnstone
NEWalker.1,Walker,-17.471778,141.179139,NE,Northern,richardsoni,yes,NA,include,include,Norman,Gulf,NEWalker.1_Norman
NEWalker.2,Walker,-17.471778,141.179139,NE,Northern,richardsoni,yes,NA,include,include,Norman,Gulf,NEWalker.2_Norman
NESpillway.1,Spillway,-16.0304057,128.781193,NE,Darwin_Pent,bulleri,yes,NA,include,include,Ord,E_Kimb,NESpillway.1_Ord
NESpillway.2,Spillway,-16.0304057,128.781193,NE,Darwin_Pent,bulleri,yes,NA,include,include,Ord,E_Kimb,NESpillway.2_Ord
NEDawn.1,Dawn,-15.9892,127.0221,NE,Darwin_Pent,bulleri,yes,NA,include,include,Pentecost,E_Kimb,NEDawn.1_Pentecost
NEDawn.2,Dawn,-15.9892,127.0221,NE,Darwin_Pent,bulleri,yes,NA,include,include,Pentecost,E_Kimb,NEDawn.2_Pentecost
NEJackaroos.1,Jackaroos,-16.017083,128.001389,NE,Darwin_Pent,bulleri,yes,NA,include,include,Pentecost,E_Kimb,NEJackaroos.1_Pentecost
NEJackaroos.2,Jackaroos,-16.017083,128.001389,NE,Darwin_Pent,bulleri,yes,NA,include,include,Pentecost,E_Kimb,NEJackaroos.2_Pentecost
NE14115.1,PU14115,-21.12041859,149.183127,NE,East_Coast,erebi,yes,NA,include,include,Pioneer,CEQ,NE14115.1_Pioneer
NE14115.2,PU14115,-21.12041859,149.183127,NE,East_Coast,erebi,yes,NA,include,include,Pioneer,CEQ,NE14115.2_Pioneer
NE2262.1,PU2262,-20.3743833,148.377419,NE,East_Coast,erebi,yes,NA,include,include,Proserpine,CEQ,NE2262.1_Proserpine
NEMeekam.1,Meekam,-15.46303,133.75604,NE,Northern,richardsoni,yes,NA,include,include,Roper,Gulf,NEMeekam.1_Roper
NEMeekam.2,Meekam,-15.46303,133.75604,NE,Northern,richardsoni,yes,NA,include,include,Roper,Gulf,NEMeekam.2_Roper
NEWilton.1,Wilton,-14.27383,134.51222,NE,Northern,richardsoni,yes,NA,include,include,Roper,Gulf,NEWilton.1_Roper
NEWilton.2,Wilton,-14.27222,134.51183,NE,Northern,richardsoni,yes,NA,include,include,Roper,Gulf,NEWilton.2_Roper
NEJimJim.1,JimJim,-12.9434,132.55419,NE,Northern,richardsoni,yes,NA,include,include,SAlligator,ARNH,NEJimJim.1_SAlligator
NEKambolgi.1,Kambolgi,-13.446028,132.414694,NE,Northern,richardsoni,yes,coordinates guessed,include,include,SAlligator,ARNH,NEKambolgi.1_SAlligator
NESherlock.1,Sherlock,-20.945194,117.6135,NE,Pilbara,Pilbara sp. nov.,yes,NA,include,include,Sherlock,Pilbara,NESherlock.1_Sherlock
NESherlock.2,Sherlock,-20.945194,117.6135,NE,Pilbara,Pilbara sp. nov.,yes,NA,include,include,Sherlock,Pilbara,NESherlock.2_Sherlock
NE1756.1,PU1756,-22.78584505,150.1450398,NE,East_Coast,erebi,yes,NA,include,include,Shoalwater,SEQ,NE1756.1_Shoalwater
NE1756.2,PU1756,-22.78584505,150.1450398,NE,East_Coast,erebi,yes,NA,include,include,Shoalwater,SEQ,NE1756.2_Shoalwater
NVSwan.1,vlaminghi,-31.9862,115.8375,NV,delete,vlaminghi,yes,NA,include,include,Swan,marine,NVSwan.1_Swan
NVSwan.2,vlaminghi,-31.9862,115.8375,NV,delete,vlaminghi,yes,NA,include,include,Swan,marine,NVSwan.2_Swan
NVSwan.3,vlaminghi,-31.9862,115.8375,NV,delete,vlaminghi,yes,NA,include,include,Swan,marine,NVSwan.3_Swan
NVSwan.4,vlaminghi,-31.9862,115.8375,NV,delete,vlaminghi,yes,NA,include,include,Swan,marine,NVSwan.4_Swan
NVSwan.5,vlaminghi,-31.9862,115.8375,NV,delete,vlaminghi,yes,guessed coordinates,include,include,Swan,marine,NVSwan.5_Swan
NEHumbert.1,Victoria,-16.43686,130.46658,NE,Darwin_Pent,bulleri,yes,A 03854,include,include,Victoria,VOR,NEHumbert.1_Victoria
NEAngalarri.1,Angalarri,-14.98682,130.95679,NE,Darwin_Pent,bulleri,yes,NA,include,include,Victoria,VOR,NEAngalarri.1_Victoria
NEAngalarri.2,Angalarri,-14.98682,130.95679,NE,Darwin_Pent,bulleri,yes,NA,include,include,Victoria,VOR,NEAngalarri.2_Victoria
NEWenlock.1,Wenlock,-12.38771,142.17428,NE,Northern,richardsoni,yes,NA,include,include,Wenlock,CYP,NEWenlock.1_Wenlock
NEWenlock.2,Wenlock,-12.38771,142.17428,NE,Northern,richardsoni,yes,NA,include,include,Wenlock,CYP,NEWenlock.2_Wenlock
